name,description,category.level_1,category.level_2,category.level_3,brand,attributes.color,attributes.size,attributes.material,pricing.cost_price,pricing.selling_price,pricing.currency,inventory.storage_type,inventory.shelf_life_days,logistics.weight_kg,logistics.fragile,logistics.hazardous
Great Value Beef Stew Meat - Natural (900g Pack),"Beef - beef stew meat by Great Value, packaged as 900g pack",Grocery & Essentials,Meat & Seafood,Beef,Great Value,Blue Pack,900g Pack,Vacuum Pack,6.96,10.01,USD,Refrigerated,7,0.89,FALSE,FALSE
Naked Juice Pineapple Juice (1.5L Carton),"Juices - pineapple juice by Naked Juice, packaged as 1.5l carton",Grocery & Essentials,Beverages,Juices,Naked Juice,Multicolor,1.5L Carton,Tetra Pack,1.47,1.78,USD,Refrigerated,16,1.106,FALSE,FALSE
King's Hawaiian Dinner Rolls (12ct) - Premium (12-Pack),"Buns & Rolls - dinner rolls (12ct) by King's Hawaiian, packaged as 12-pack",Grocery & Essentials,Bakery,Buns & Rolls,King's Hawaiian,Green Pack,12-Pack,Plastic Bag,3.14,3.89,USD,Normal,6,0.463,TRUE,FALSE
WaterWipes Sensitive Baby Wipes (72-Count Pack),"Baby Wipes - sensitive baby wipes by WaterWipes, packaged as 72-count pack",Grocery & Essentials,Baby Care,Baby Wipes,WaterWipes,Green Pack,72-Count Pack,Plastic Pack,3.85,4.44,USD,Normal,0,0.42,FALSE,FALSE
Domino Granulated White Sugar (2kg Bag),"Salt & Sugar - granulated white sugar by Domino, packaged as 2kg bag",Grocery & Essentials,Cooking Essentials,Salt & Sugar,Domino,N/A,2kg Bag,Paper Box,3.4,4.22,USD,Normal,717,1.854,FALSE,FALSE
Badia Ground Black Pepper (50g Jar),"Spices - ground black pepper by Badia, packaged as 50g jar",Grocery & Essentials,Cooking Essentials,Spices,Badia,White,50g Jar,Glass Jar,4.31,5.01,USD,Normal,620,0.053,TRUE,FALSE
Vital Farms Free-Range Eggs (18ct) - Fresh (6-Count Carton),"Eggs - free-range eggs (18ct) by Vital Farms, packaged as 6-count carton",Grocery & Essentials,Dairy & Eggs,Eggs,Vital Farms,Multicolor,6-Count Carton,Pulp Carton,3.64,5.17,USD,Refrigerated,29,0.532,TRUE,FALSE
Pantene Anti-Dandruff Shampoo - Premium (650ml Bottle),"Shampoo & Conditioner - anti-dandruff shampoo by Pantene, packaged as 650ml bottle",Grocery & Essentials,Personal Care,Shampoo & Conditioner,Pantene,Multicolor,650ml Bottle,Plastic Bottle,5.22,7.61,USD,Normal,0,0.686,FALSE,FALSE
French's Tomato Ketchup - Organic (1kg Bottle),"Ketchup & Mustard - tomato ketchup by French's, packaged as 1kg bottle",Grocery & Essentials,Condiments & Sauces,Ketchup & Mustard,French's,Green Pack,1kg Bottle,Plastic Bottle,1.85,2.41,USD,Normal,293,0.808,FALSE,FALSE
Windex Disinfecting Wipes (75ct) - Family Size (1.9L Bottle),"Cleaning Supplies - disinfecting wipes (75ct) by Windex, packaged as 1.9l bottle",Grocery & Essentials,Household Essentials,Cleaning Supplies,Windex,Red Pack,1.9L Bottle,Plastic Bottle,1.8,2.34,USD,Normal,0,1.654,FALSE,TRUE
Quaker Protein Bars - Original (12-Bar Box),"Granola Bars - protein bars by Quaker, packaged as 12-bar box",Grocery & Essentials,Snacks,Granola Bars,Quaker,White,12-Bar Box,Cardboard Box,4.18,4.98,USD,Normal,202,0.197,FALSE,FALSE
Barilla Marinara Pasta Sauce - Natural (680g Jar),"Pasta Sauce - marinara pasta sauce by Barilla, packaged as 680g jar",Grocery & Essentials,Condiments & Sauces,Pasta Sauce,Barilla,N/A,680g Jar,Glass Jar,3.03,4.53,USD,Normal,368,0.759,TRUE,FALSE
Aunt Jemima Complete Pancake Mix (453g Box),"Pancake & Waffle Mix - complete pancake mix by Aunt Jemima, packaged as 453g box",Grocery & Essentials,Breakfast & Cereal,Pancake & Waffle Mix,Aunt Jemima,Multicolor,453g Box,Paper Box,3.15,3.96,USD,Normal,304,0.672,FALSE,FALSE
Dasani Alkaline Water (1.5L Bottle),"Water - alkaline water by Dasani, packaged as 1.5l bottle",Grocery & Essentials,Beverages,Water,Dasani,Green Pack,1.5L Bottle,Plastic Bottle,5.98,9.14,USD,Normal,685,4.714,FALSE,FALSE
Perdue Chicken Wings - Original (454g Pack),"Chicken - chicken wings by Perdue, packaged as 454g pack",Grocery & Essentials,Meat & Seafood,Chicken,Perdue,Green Pack,454g Pack,Vacuum Pack,4.94,7.27,USD,Refrigerated,5,0.912,FALSE,FALSE
Frank's RedHot Buffalo Wing Sauce (354ml Bottle),"Hot Sauce - buffalo wing sauce by Frank's RedHot, packaged as 354ml bottle",Grocery & Essentials,Condiments & Sauces,Hot Sauce,Frank's RedHot,Red Pack,354ml Bottle,Glass Bottle,2.02,3.1,USD,Normal,528,0.223,TRUE,FALSE
Kleenex Paper Towels (6 Rolls) (12-Roll Pack),"Paper Products - paper towels (6 rolls) by Kleenex, packaged as 12-roll pack",Grocery & Essentials,Household Essentials,Paper Products,Kleenex,Yellow Pack,12-Roll Pack,Plastic Wrap,9.48,14.44,USD,Normal,0,1.599,FALSE,FALSE
Lean Cuisine Chicken Alfredo Frozen Meal (340g Tray),"Frozen Meals - chicken alfredo frozen meal by Lean Cuisine, packaged as 340g tray",Grocery & Essentials,Frozen Foods,Frozen Meals,Lean Cuisine,Multicolor,340g Tray,Plastic Tray,3.02,4.31,USD,Frozen,284,0.327,FALSE,FALSE
Pop Secret Kettle Corn (6-Pack Microwave Bags),"Popcorn - kettle corn by Pop Secret, packaged as 6-pack microwave bags",Grocery & Essentials,Snacks,Popcorn,Pop Secret,Red Pack,6-Pack Microwave Bags,Paper Bag,2.93,3.9,USD,Normal,333,0.418,FALSE,FALSE
Hunt's Squeeze Ketchup - Value Pack (1kg Bottle),"Ketchup & Mustard - squeeze ketchup by Hunt's, packaged as 1kg bottle",Grocery & Essentials,Condiments & Sauces,Ketchup & Mustard,Hunt's,Red Pack,1kg Bottle,Plastic Bottle,3.38,4.75,USD,Normal,280,0.466,FALSE,FALSE
Dave's Killer Bread Whole Wheat Bread (680g Loaf),"Bread - whole wheat bread by Dave's Killer Bread, packaged as 680g loaf",Grocery & Essentials,Bakery,Bread,Dave's Killer Bread,Red Pack,680g Loaf,Plastic Bag,3.07,4.45,USD,Normal,11,0.432,TRUE,FALSE
Nabisco Chocolate Chip Cookies (500g Family Pack),"Cookies - chocolate chip cookies by Nabisco, packaged as 500g family pack",Grocery & Essentials,Snacks,Cookies,Nabisco,Blue Pack,500g Family Pack,Plastic Tray,3.21,4.26,USD,Normal,280,0.416,TRUE,FALSE
Persil Fabric Softener (1.47L Bottle),"Laundry Care - fabric softener by Persil, packaged as 1.47l bottle",Grocery & Essentials,Household Essentials,Laundry Care,Persil,White,1.47L Bottle,Plastic Jug,9.39,11.23,USD,Normal,0,4.292,FALSE,TRUE
Clif Bar Protein Bars (12-Bar Box),"Granola Bars - protein bars by Clif Bar, packaged as 12-bar box",Grocery & Essentials,Snacks,Granola Bars,Clif Bar,Multicolor,12-Bar Box,Cardboard Box,3.94,4.68,USD,Normal,364,0.324,FALSE,FALSE
Barilla Fusilli Pasta (454g Box),"Pasta - fusilli pasta by Barilla, packaged as 454g box",Grocery & Essentials,Staples & Grains,Pasta,Barilla,N/A,454g Box,Cardboard Box,0.98,1.17,USD,Normal,449,0.868,FALSE,FALSE
Olay Body Wash - Natural (3-Pack Bars),"Soap & Body Wash - body wash by Olay, packaged as 3-pack bars",Grocery & Essentials,Personal Care,Soap & Body Wash,Olay,Green Pack,3-Pack Bars,Plastic Bottle,4.62,6.06,USD,Normal,0,0.174,FALSE,FALSE
Great Value Beef Stew Meat - Fresh (900g Pack),"Beef - beef stew meat by Great Value, packaged as 900g pack",Grocery & Essentials,Meat & Seafood,Beef,Great Value,Multicolor,900g Pack,Vacuum Pack,8.39,9.66,USD,Refrigerated,4,0.543,FALSE,FALSE
Head & Shoulders Anti-Dandruff Shampoo (400ml Bottle),"Shampoo & Conditioner - anti-dandruff shampoo by Head & Shoulders, packaged as 400ml bottle",Grocery & Essentials,Personal Care,Shampoo & Conditioner,Head & Shoulders,Multicolor,400ml Bottle,Plastic Bottle,3.6,5.38,USD,Normal,0,0.558,FALSE,FALSE
Omaha Steaks Beef Stew Meat (900g Pack),"Beef - beef stew meat by Omaha Steaks, packaged as 900g pack",Grocery & Essentials,Meat & Seafood,Beef,Omaha Steaks,White,900g Pack,Vacuum Pack,7.46,9.09,USD,Refrigerated,5,0.863,FALSE,FALSE
Dole Avocados - Family Size (1kg Pack),"Fresh Fruits - avocados by Dole, packaged as 1kg pack",Grocery & Essentials,Fruits & Vegetables,Fresh Fruits,Dole,White,1kg Pack,Perforated Bag,1.34,1.62,USD,Refrigerated,9,0.918,TRUE,FALSE
Skinny Pop Movie Theater Popcorn (3-Pack Microwave Bags),"Popcorn - movie theater popcorn by Skinny Pop, packaged as 3-pack microwave bags",Grocery & Essentials,Snacks,Popcorn,Skinny Pop,Blue Pack,3-Pack Microwave Bags,Paper Bag,3.92,6.08,USD,Normal,322,0.308,FALSE,FALSE
Mahatma Basmati Rice (5kg Bag),"Rice - basmati rice by Mahatma, packaged as 5kg bag",Grocery & Essentials,Staples & Grains,Rice,Mahatma,Blue Pack,5kg Bag,Woven Poly Bag,2.43,2.8,USD,Normal,434,2.756,FALSE,FALSE
Bisquick Complete Pancake Mix (907g Box),"Pancake & Waffle Mix - complete pancake mix by Bisquick, packaged as 907g box",Grocery & Essentials,Breakfast & Cereal,Pancake & Waffle Mix,Bisquick,Green Pack,907g Box,Paper Box,3.2,4.31,USD,Normal,280,0.704,FALSE,FALSE
Secret Body Spray - Natural (73g Stick),"Deodorant - body spray by Secret, packaged as 73g stick",Grocery & Essentials,Personal Care,Deodorant,Secret,White,73g Stick,Plastic Stick,2.41,3.49,USD,Normal,0,0.17,FALSE,TRUE
Ben & Jerry's Vanilla Ice Cream (1.4L Tub),"Ice Cream - vanilla ice cream by Ben & Jerry's, packaged as 1.4l tub",Grocery & Essentials,Frozen Foods,Ice Cream,Ben & Jerry's,Yellow Pack,1.4L Tub,Paper Tub,5.89,8.56,USD,Frozen,364,0.88,FALSE,FALSE
Great Value Large Grade A Eggs (12ct) (18-Count Carton),"Eggs - large grade a eggs (12ct) by Great Value, packaged as 18-count carton",Grocery & Essentials,Dairy & Eggs,Eggs,Great Value,Yellow Pack,18-Count Carton,Pulp Carton,2.62,3.05,USD,Refrigerated,25,0.544,TRUE,FALSE
Pampers Training Pants (36-Count Pack),"Diapers - training pants by Pampers, packaged as 36-count pack",Grocery & Essentials,Baby Care,Diapers,Pampers,Multicolor,36-Count Pack,Plastic Pack,8.51,12.13,USD,Normal,0,2.264,FALSE,FALSE
Foster Farms Chicken Wings (454g Pack),"Chicken - chicken wings by Foster Farms, packaged as 454g pack",Grocery & Essentials,Meat & Seafood,Chicken,Foster Farms,Yellow Pack,454g Pack,Vacuum Pack,3.59,4.21,USD,Refrigerated,5,1.009,FALSE,FALSE
Dole Carrots (1kg Pack),"Fresh Vegetables - carrots by Dole, packaged as 1kg pack",Grocery & Essentials,Fruits & Vegetables,Fresh Vegetables,Dole,White,1kg Pack,Perforated Bag,1.39,2.08,USD,Refrigerated,14,1.052,TRUE,FALSE
Skinny Pop Butter Popcorn Microwave Bags (6-Pack Microwave Bags),"Popcorn - butter popcorn microwave bags by Skinny Pop, packaged as 6-pack microwave bags",Grocery & Essentials,Snacks,Popcorn,Skinny Pop,Multicolor,6-Pack Microwave Bags,Paper Bag,3.35,4.05,USD,Normal,262,0.54,FALSE,FALSE
Herbal Essences Volumizing Shampoo (400ml Bottle),"Shampoo & Conditioner - volumizing shampoo by Herbal Essences, packaged as 400ml bottle",Grocery & Essentials,Personal Care,Shampoo & Conditioner,Herbal Essences,White,400ml Bottle,Plastic Bottle,4.43,5.23,USD,Normal,0,0.638,FALSE,FALSE
Colgate Mouthwash (500ml Bottle),"Oral Care - mouthwash by Colgate, packaged as 500ml bottle",Grocery & Essentials,Personal Care,Oral Care,Colgate,Red Pack,500ml Bottle,Plastic Tube,4.75,7.27,USD,Normal,0,0.264,FALSE,FALSE
7UP Zero Sugar Cola (330ml Can),"Soft Drinks - zero sugar cola by 7UP, packaged as 330ml can",Grocery & Essentials,Beverages,Soft Drinks,7UP,Green Pack,330ml Can,Aluminum Can,3.88,5.78,USD,Normal,323,1.329,FALSE,FALSE
Great Value Cage-Free Eggs (12ct) - New Improved (12-Count Carton),"Eggs - cage-free eggs (12ct) by Great Value, packaged as 12-count carton",Grocery & Essentials,Dairy & Eggs,Eggs,Great Value,White,12-Count Carton,Pulp Carton,2.86,4.26,USD,Refrigerated,33,0.541,TRUE,FALSE
Tide Liquid Laundry Detergent (1.47L Bottle),"Laundry Care - liquid laundry detergent by Tide, packaged as 1.47l bottle",Grocery & Essentials,Household Essentials,Laundry Care,Tide,Yellow Pack,1.47L Bottle,Plastic Jug,7.68,11.47,USD,Normal,0,2.545,FALSE,TRUE
Fanta Diet Cola (500ml Bottle),"Soft Drinks - diet cola by Fanta, packaged as 500ml bottle",Grocery & Essentials,Beverages,Soft Drinks,Fanta,White,500ml Bottle,Aluminum Can,1.87,2.36,USD,Normal,287,1.004,FALSE,FALSE
Doritos Sour Cream & Onion Chips (150g Bag),"Chips - sour cream & onion chips by Doritos, packaged as 150g bag",Grocery & Essentials,Snacks,Chips,Doritos,White,150g Bag,Foil Pouch,3.18,4.2,USD,Normal,143,0.291,TRUE,FALSE
Pepsi Orange Soda - Family Size (330ml Can),"Soft Drinks - orange soda by Pepsi, packaged as 330ml can",Grocery & Essentials,Beverages,Soft Drinks,Pepsi,Blue Pack,330ml Can,Aluminum Can,3.27,4.67,USD,Normal,329,0.556,FALSE,FALSE
Iams Puppy Dry Dog Food - Premium (3.5kg Bag),"Dog Food - puppy dry dog food by Iams, packaged as 3.5kg bag",Grocery & Essentials,Pet Supplies,Dog Food,Iams,N/A,3.5kg Bag,Poly Bag,15.51,19.78,USD,Normal,308,1.96,FALSE,FALSE
Crest Whitening Toothpaste (100ml Tube),"Oral Care - whitening toothpaste by Crest, packaged as 100ml tube",Grocery & Essentials,Personal Care,Oral Care,Crest,N/A,100ml Tube,Plastic Tube,3.3,4.26,USD,Normal,0,0.207,FALSE,FALSE
Olay Shea Butter Soap (3-Pack Bars),"Soap & Body Wash - shea butter soap by Olay, packaged as 3-pack bars",Grocery & Essentials,Personal Care,Soap & Body Wash,Olay,Yellow Pack,3-Pack Bars,Plastic Bottle,2.41,2.91,USD,Normal,0,0.149,FALSE,FALSE
Febreze Scented Candle - Extra (2-Pack Refill),"Air Fresheners - scented candle by Febreze, packaged as 2-pack refill",Grocery & Essentials,Household Essentials,Air Fresheners,Febreze,Multicolor,2-Pack Refill,Aerosol Can,2.64,3.62,USD,Normal,0,0.3,TRUE,TRUE
Green Valley Onions (500g Pack),"Fresh Vegetables - onions by Green Valley, packaged as 500g pack",Grocery & Essentials,Fruits & Vegetables,Fresh Vegetables,Green Valley,Red Pack,500g Pack,Perforated Bag,2.92,4.07,USD,Refrigerated,7,0.998,TRUE,FALSE
Uncle Ben's Basmati Rice (10kg Bag),"Rice - basmati rice by Uncle Ben's, packaged as 10kg bag",Grocery & Essentials,Staples & Grains,Rice,Uncle Ben's,Multicolor,10kg Bag,Woven Poly Bag,7.69,10.47,USD,Normal,371,9.882,FALSE,FALSE
Neosporin Antiseptic Ointment (100-Count Box),"First Aid - antiseptic ointment by Neosporin, packaged as 100-count box",Grocery & Essentials,Health & Wellness,First Aid,Neosporin,Blue Pack,100-Count Box,Plastic Box,5.12,6.24,USD,Normal,1022,0.48,FALSE,FALSE
Colgate Fluoride Toothpaste - New Improved (500ml Bottle),"Oral Care - fluoride toothpaste by Colgate, packaged as 500ml bottle",Grocery & Essentials,Personal Care,Oral Care,Colgate,Multicolor,500ml Bottle,Plastic Tube,1.26,1.85,USD,Normal,0,0.353,FALSE,FALSE
Great Value Beef Stew Meat (900g Pack),"Beef - beef stew meat by Great Value, packaged as 900g pack",Grocery & Essentials,Meat & Seafood,Beef,Great Value,N/A,900g Pack,Vacuum Pack,10.68,12.93,USD,Refrigerated,3,0.589,FALSE,FALSE
Arm & Hammer Baking Powder - Fresh (100g Packet),"Baking Essentials - baking powder by Arm & Hammer, packaged as 100g packet",Grocery & Essentials,Cooking Essentials,Baking Essentials,Arm & Hammer,Red Pack,100g Packet,Cardboard Box,3.36,4.73,USD,Normal,444,0.379,FALSE,FALSE
Glade Air Freshener Spray - Premium (250ml Spray),"Air Fresheners - air freshener spray by Glade, packaged as 250ml spray",Grocery & Essentials,Household Essentials,Air Fresheners,Glade,N/A,250ml Spray,Aerosol Can,3.84,4.89,USD,Normal,0,0.335,TRUE,TRUE
Luvs Overnight Diapers Size 3 (36-Count Pack),"Diapers - overnight diapers size 3 by Luvs, packaged as 36-count pack",Grocery & Essentials,Baby Care,Diapers,Luvs,Red Pack,36-Count Pack,Plastic Pack,14.26,21.46,USD,Normal,0,2.111,FALSE,FALSE
Ocean Spray Grape Juice (1L Carton),"Juices - grape juice by Ocean Spray, packaged as 1l carton",Grocery & Essentials,Beverages,Juices,Ocean Spray,White,1L Carton,Tetra Pack,3.94,4.65,USD,Refrigerated,24,0.964,FALSE,FALSE
Bigelow Peppermint Tea (25 Bags Box),"Tea - peppermint tea by Bigelow, packaged as 25 bags box",Grocery & Essentials,Beverages,Tea,Bigelow,White,25 Bags Box,Cardboard Box,5.49,7.79,USD,Normal,424,0.146,FALSE,FALSE
Arm & Hammer Baking Soda - Organic (454g Box),"Baking Essentials - baking soda by Arm & Hammer, packaged as 454g box",Grocery & Essentials,Cooking Essentials,Baking Essentials,Arm & Hammer,White,454g Box,Cardboard Box,1.87,2.85,USD,Normal,374,0.321,FALSE,FALSE
One A Day Vitamin D3 Softgels - Premium (60-Count Bottle),"Vitamins & Supplements - vitamin d3 softgels by One A Day, packaged as 60-count bottle",Grocery & Essentials,Health & Wellness,Vitamins & Supplements,One A Day,Red Pack,60-Count Bottle,Plastic Bottle,6.55,9.03,USD,Normal,570,0.251,FALSE,FALSE
Milk-Bone Dental Chews (283g Box),"Pet Treats - dental chews by Milk-Bone, packaged as 283g box",Grocery & Essentials,Pet Supplies,Pet Treats,Milk-Bone,N/A,283g Box,Cardboard Box,4.92,6.57,USD,Normal,306,0.432,FALSE,FALSE
Pillsbury All-Purpose Flour (5kg Bag),"Flour - all-purpose flour by Pillsbury, packaged as 5kg bag",Grocery & Essentials,Staples & Grains,Flour,Pillsbury,White,5kg Bag,Paper Bag,2.65,3.37,USD,Normal,349,1.97,FALSE,FALSE
Great Value Quick Oats (500g Canister),"Oats - quick oats by Great Value, packaged as 500g canister",Grocery & Essentials,Breakfast & Cereal,Oats,Great Value,Blue Pack,500g Canister,Cardboard Canister,4.07,4.69,USD,Normal,322,0.419,FALSE,FALSE
Stouffer's Chicken Alfredo Frozen Meal - Premium (340g Tray),"Frozen Meals - chicken alfredo frozen meal by Stouffer's, packaged as 340g tray",Grocery & Essentials,Frozen Foods,Frozen Meals,Stouffer's,Yellow Pack,340g Tray,Plastic Tray,3.87,4.77,USD,Frozen,240,0.309,FALSE,FALSE
Twinings Chamomile Herbal Tea - Family Size (25 Bags Box),"Tea - chamomile herbal tea by Twinings, packaged as 25 bags box",Grocery & Essentials,Beverages,Tea,Twinings,Yellow Pack,25 Bags Box,Cardboard Box,4.06,5.27,USD,Normal,408,0.216,FALSE,FALSE
Arm & Hammer Chocolate Chips (454g Box),"Baking Essentials - chocolate chips by Arm & Hammer, packaged as 454g box",Grocery & Essentials,Cooking Essentials,Baking Essentials,Arm & Hammer,N/A,454g Box,Cardboard Box,2.57,3.2,USD,Normal,431,0.44,FALSE,FALSE
Neosporin First Aid Kit (100-Count Box),"First Aid - first aid kit by Neosporin, packaged as 100-count box",Grocery & Essentials,Health & Wellness,First Aid,Neosporin,Multicolor,100-Count Box,Plastic Box,2.03,2.97,USD,Normal,651,0.12,FALSE,FALSE
Planters Salted Cashews - Fresh (1kg Bag),"Nuts - salted cashews by Planters, packaged as 1kg bag",Grocery & Essentials,Snacks,Nuts,Planters,N/A,1kg Bag,Resealable Pouch,4.59,5.55,USD,Normal,362,0.399,FALSE,FALSE
Quaker Granola Cereal (340g Box),"Cereal - granola cereal by Quaker, packaged as 340g box",Grocery & Essentials,Breakfast & Cereal,Cereal,Quaker,White,340g Box,Cardboard Box,3.91,5.99,USD,Normal,327,0.568,FALSE,FALSE
Haagen-Dazs Vanilla Ice Cream - Extra (1.4L Tub),"Ice Cream - vanilla ice cream by Haagen-Dazs, packaged as 1.4l tub",Grocery & Essentials,Frozen Foods,Ice Cream,Haagen-Dazs,N/A,1.4L Tub,Paper Tub,2.55,3.93,USD,Frozen,213,0.654,FALSE,FALSE
French's Tomato Ketchup (1kg Bottle),"Ketchup & Mustard - tomato ketchup by French's, packaged as 1kg bottle",Grocery & Essentials,Condiments & Sauces,Ketchup & Mustard,French's,Yellow Pack,1kg Bottle,Plastic Bottle,1.7,2.09,USD,Normal,352,0.666,FALSE,FALSE
Orville Redenbacher's Light Popcorn - Organic (3-Pack Microwave Bags),"Popcorn - light popcorn by Orville Redenbacher's, packaged as 3-pack microwave bags",Grocery & Essentials,Snacks,Popcorn,Orville Redenbacher's,N/A,3-Pack Microwave Bags,Paper Bag,2.44,3.61,USD,Normal,281,0.424,FALSE,FALSE
Bisquick Whole Wheat Waffle Mix (453g Box),"Pancake & Waffle Mix - whole wheat waffle mix by Bisquick, packaged as 453g box",Grocery & Essentials,Breakfast & Cereal,Pancake & Waffle Mix,Bisquick,Multicolor,453g Box,Paper Box,2.53,3.06,USD,Normal,348,0.729,FALSE,FALSE
Dave's Killer Bread Sourdough Loaf (454g Loaf),"Bread - sourdough loaf by Dave's Killer Bread, packaged as 454g loaf",Grocery & Essentials,Bakery,Bread,Dave's Killer Bread,Green Pack,454g Loaf,Plastic Bag,1.64,1.98,USD,Normal,8,0.593,TRUE,FALSE
CeraVe Moisturizing Body Lotion (400ml Pump),"Skin Care - moisturizing body lotion by CeraVe, packaged as 400ml pump",Grocery & Essentials,Personal Care,Skin Care,CeraVe,White,400ml Pump,Plastic Pump Bottle,5.35,6.89,USD,Normal,0,0.326,FALSE,FALSE
Prince Fusilli Pasta - Fresh (454g Box),"Pasta - fusilli pasta by Prince, packaged as 454g box",Grocery & Essentials,Staples & Grains,Pasta,Prince,Multicolor,454g Box,Cardboard Box,1.14,1.44,USD,Normal,606,0.688,FALSE,FALSE
Crest Whitening Toothpaste - Family Size (100ml Tube),"Oral Care - whitening toothpaste by Crest, packaged as 100ml tube",Grocery & Essentials,Personal Care,Oral Care,Crest,White,100ml Tube,Plastic Tube,3.68,5.32,USD,Normal,0,0.482,FALSE,FALSE
Purell Sanitizing Wipes (40ct) (500ml Pump),"Hand Sanitizer - sanitizing wipes (40ct) by Purell, packaged as 500ml pump",Grocery & Essentials,Health & Wellness,Hand Sanitizer,Purell,Yellow Pack,500ml Pump,Plastic Bottle,4.36,5.43,USD,Normal,527,0.503,FALSE,TRUE
Scott Toilet Paper (12 Rolls) (3-Pack Box),"Paper Products - toilet paper (12 rolls) by Scott, packaged as 3-pack box",Grocery & Essentials,Household Essentials,Paper Products,Scott,Blue Pack,3-Pack Box,Plastic Wrap,8.17,10.01,USD,Normal,0,3.964,FALSE,FALSE
Meow Mix Kitten Formula Food (1kg Bag),"Cat Food - kitten formula food by Meow Mix, packaged as 1kg bag",Grocery & Essentials,Pet Supplies,Cat Food,Meow Mix,N/A,1kg Bag,Poly Bag,1.39,1.61,USD,Normal,331,0.102,FALSE,FALSE
